"V1","V2","V3"
379,466,"2"
511,513,"2"
667,762,"2"
512,604,"2"
545,529,"2"
432,675,"2"
575,713,"2"
534,446,"2"
561,632,"2"
544,499,"2"
516,665,"2"
655,698,"2"
522,558,"2"
454,633,"2"
692,552,"2"
502,685,"2"
610,554,"2"
509,726,"2"
600,602,"2"
540,592,"2"
560,648,"2"
823,774,"2"
807,555,"2"
638,592,"2"
543,552,"2"
629,727,"2"
570,743,"2"
625,537,"2"
693,566,"2"
678,600,"2"
655,692,"2"
575,430,"2"
654,580,"2"
571,511,"2"
662,562,"2"
705,452,"2"
636,502,"2"
816,578,"2"
572,395,"2"
540,568,"2"
711,602,"2"
675,605,"2"
446,624,"2"
641,518,"2"
619,653,"2"
550,709,"2"
532,593,"2"
610,520,"2"
500,681,"2"
538,655,"2"
597,675,"2"
479,604,"2"
560,798,"2"
656,649,"2"
572,694,"2"
569,641,"2"
684,484,"2"
496,550,"2"
644,524,"2"
639,576,"2"
464,617,"2"
513,754,"2"
899,718,"2"
309,391,"2"
723,602,"2"
447,522,"2"
604,591,"2"
721,502,"2"
530,699,"2"
671,716,"2"
517,550,"2"
660,351,"2"
623,414,"2"
559,664,"2"
576,454,"2"
382,675,"2"
534,783,"2"
445,589,"2"
611,692,"2"
504,306,"2"
497,541,"2"
669,554,"2"
696,532,"2"
504,606,"2"
632,604,"2"
665,602,"2"
550,560,"2"
605,540,"2"
757,568,"2"
533,722,"2"
667,521,"2"
598,437,"2"
647,561,"2"
478,594,"2"
661,544,"2"
741,721,"2"
587,539,"2"
567,618,"2"
529,640,"2"
506,649,"2"
679,662,"2"
818,818,"2"
547,611,"2"
768,526,"2"
728,579,"2"
575,586,"2"
568,471,"2"
601,657,"2"
786,556,"2"
706,467,"2"
411,585,"2"
819,455,"2"
659,487,"2"
578,479,"2"
718,635,"2"
570,792,"2"
843,593,"2"
673,657,"2"
520,551,"2"
551,571,"2"
786,398,"2"
417,534,"2"
421,775,"2"
775,603,"2"
689,646,"2"
415,628,"2"
547,708,"2"
695,520,"2"
593,622,"2"
643,700,"2"
618,581,"2"
487,753,"2"
664,534,"2"
700,682,"2"
411,477,"2"
716,483,"2"
565,658,"2"
650,553,"2"
493,661,"2"
823,630,"2"
708,672,"2"
597,601,"2"
488,703,"2"
641,617,"2"
419,528,"2"
688,558,"2"
782,663,"2"
651,677,"2"
760,679,"2"
690,620,"2"
618,707,"2"
347,376,"2"
691,441,"2"
812,700,"2"
495,424,"2"
356,643,"2"
529,653,"2"
595,539,"2"
511,634,"2"
615,359,"2"
593,512,"2"
552,537,"2"
406,482,"2"
636,334,"2"
506,638,"2"
680,535,"2"
749,591,"2"
504,609,"2"
631,893,"2"
488,508,"2"
584,636,"2"
690,620,"2"
495,741,"2"
358,655,"2"
549,409,"2"
633,496,"2"
613,687,"2"
443,603,"2"
616,597,"2"
630,697,"2"
601,588,"2"
634,647,"2"
487,697,"2"
557,563,"2"
567,648,"2"
626,568,"2"
732,519,"2"
559,744,"2"
511,505,"2"
685,785,"2"
376,644,"2"
684,668,"2"
586,629,"2"
427,526,"2"
558,428,"2"
491,720,"2"
603,564,"2"
566,619,"2"
586,606,"2"
661,706,"2"
520,565,"2"
635,558,"2"
605,476,"2"
670,626,"2"
605,587,"2"
474,548,"2"
539,531,"2"
768,777,"2"
679,635,"2"
689,585,"2"
720,767,"2"
471,730,"2"
671,680,"2"
600,771,"2"
580,528,"2"
702,614,"2"
716,522,"2"
550,636,"2"
587,659,"2"
596,614,"2"
594,706,"2"
272,569,"2"
500,607,"2"
545,429,"2"
560,597,"2"
717,604,"2"
550,684,"2"
593,381,"2"
653,603,"2"
484,597,"2"
569,712,"2"
614,661,"2"
788,689,"2"
704,707,"2"
475,651,"2"
694,500,"2"
552,573,"2"
469,642,"2"
621,667,"2"
528,550,"2"
602,600,"2"
602,743,"2"
471,496,"2"
709,618,"2"
513,470,"2"
348,618,"2"
567,705,"2"
558,530,"2"
590,569,"2"
662,425,"2"
502,681,"2"
522,532,"2"
624,582,"2"
783,530,"2"
787,606,"2"
633,515,"2"
622,466,"2"
515,513,"2"
640,543,"2"
539,597,"2"
779,701,"2"
529,654,"2"
618,670,"2"
563,679,"2"
588,835,"2"
575,644,"2"
508,657,"2"
781,491,"2"
615,726,"2"
557,488,"2"
489,679,"2"
558,513,"2"
547,599,"2"
599,409,"2"
618,563,"2"
555,663,"2"
615,703,"2"
495,520,"2"
529,537,"2"
552,715,"2"
608,542,"2"
588,636,"2"
707,443,"2"
516,587,"2"
565,536,"2"
646,624,"2"
610,494,"2"
535,640,"2"
413,618,"2"
441,586,"2"
595,456,"2"
647,818,"2"
540,706,"2"
638,523,"2"
517,645,"2"
646,609,"2"
476,599,"2"
605,607,"2"
563,496,"2"
434,577,"2"
574,535,"2"
