"oz1","oz2","oz3","oz4","oz5","binaryClass"
1.439471,1.707966,0.157,-0.197595,0.41579,N
1.070435,1.390237,0.686193,0.14967,0.733393,P
0.744628,-0.206122,0.024192,0.899074,-0.174501,N
0.259549,0.786748,0.381343,-0.385712,0.486041,P
0.235649,-0.086997,0.860819,0.76534,1.001099,N
-1.592001,-1.116161,-0.137741,0.976762,-0.547366,P
-0.698162,-1.23961,0.013128,0.014643,-0.319438,P
0.206458,0.593726,-0.85036,-0.883823,-0.49768,P
0.838523,1.026224,0.516378,-0.162334,0.517782,P
1.542074,1.542844,2.57671,1.529923,3.12787,N
-1.135119,-1.164285,-0.830547,1.375124,-0.731033,N
0.569436,0.769287,0.309087,0.290104,-0.129602,P
-0.246855,-0.169091,0.23794,0.201283,-0.102356,N
0.50555,-0.204722,-1.668708,-1.681096,-1.193789,N
-0.157862,-0.658741,0.416249,1.148713,0.040715,N
-0.228294,0.377535,-0.211883,-0.280752,-0.611791,N
1.124289,1.422695,0.028054,-0.394434,0.512904,P
-2.165452,-1.570281,-1.542746,-1.120874,-0.994445,P
1.300859,1.768543,-1.218956,-1.571478,-1.068135,N
-0.489509,-0.868996,-0.152038,-0.396259,-0.386386,N
0.131977,0.602,-0.338361,-0.828996,-0.307393,P
0.385405,0.904922,0.447687,0.432882,0.129006,P
-0.193669,-0.363229,-1.160452,-1.507057,-0.851943,N
-0.513781,-1.266585,-0.930592,1.496879,-1.05898,N
-0.735333,-0.109054,-0.766536,-0.574341,-0.217902,N
-0.781057,-1.235207,-0.702319,-0.538021,-0.904521,P
1.111344,0.397715,1.451711,0.940108,1.649592,P
-0.435465,-0.452177,-1.037484,-1.580426,-0.626879,N
0.104702,-0.364278,-0.043144,1.359068,-0.034967,N
1.459122,1.602907,-0.655139,-1.113554,-0.335967,N
0.219761,0.096263,0.568672,1.579171,0.447135,N
