"oz1","oz2","oz3","oz4","oz5","binaryClass"
1.586511,-0.13722,-0.030083,1.508931,-0.707413,N
0.511946,-1.361242,-0.625953,1.068758,0.747786,P
-1.046275,0.52134,-0.748597,0.452515,-1.699262,P
0.520878,0.881298,0.045271,0.145327,0.8714,N
-0.194338,-1.198531,-0.86268,0.165583,0.177361,P
-0.623719,-0.734555,-1.536486,-0.091196,0.636557,N
-1.041907,-0.803234,1.045094,-1.655804,-1.150653,P
0.641537,1.337168,1.282637,0.566285,0.818637,N
-1.467484,-0.272183,1.711877,1.446505,-0.325094,N
0.04201,-0.819761,0.620314,1.000834,0.866088,N
0.125963,-1.225867,0.945248,-1.017218,0.979138,P
0.021059,-0.648197,-1.314694,1.166719,-1.609851,N
-1.258442,0.192901,1.586049,0.017498,1.243648,P
1.337139,-0.330466,1.28462,-0.313313,1.302598,N
0.969242,0.857364,0.58131,0.202227,-0.205745,N
0.465017,0.621793,1.450617,1.05363,-0.740516,N
1.318412,-0.503877,-1.489588,1.149523,0.085182,N
-0.077476,0.408479,-1.330514,-1.453271,-0.292316,N
1.17945,1.269848,-0.554151,0.447052,-1.437901,N
-0.908952,1.141717,-1.528604,1.111494,0.348554,N
0.447996,-1.088973,-1.187012,0.444736,-0.127634,N
-0.511929,0.742053,0.548091,-1.458156,1.740471,P
1.67229,0.441932,1.496726,-0.369877,-0.785027,N
1.458924,-0.992137,-1.072264,1.35416,0.551102,N
0.646801,0.031163,1.417565,-0.357885,-0.658756,N
-1.133759,-1.11292,0.720353,-1.360282,0.709794,P
-0.43194,-1.243429,-0.726308,1.65531,1.003383,N
-0.567507,-1.006898,-0.071796,0.49856,0.067947,P
